PRN No.,DSA(CSE2001) CAT1 (50),DSA(CSE2001) CAT2 (50),DSA(CSE2001) FAT (60),DSA(CSE2001)Grade,DMS(MAT1003) CAT1 (50),DMS(MAT1003)CAT2 (50),DMS(MAT1003)FAT (60),FEEE(ECE1002)CAT1 (50),FEEE(ECE1002) CAT2 (50),FEEE(ECE1002) FAT (60),FEEE(ECE1002) Lab (40),FEEE(ECE1002) Total (200),FEEE(ECE1002)Grade,ED(MEC1004) CAT1 (50),ED(MEC1004)CAT2 (50),ED(MEC1004)FAT (60),ED(MEC1004)Lab (40),ED(MEC1004) Total (200),CG(CSE2006) CAT1 (50),CG(CSE2006)CAT2 (50),CG(CSE2006)FAT (60),CG(CSE2006) Total (160),CG(CSE2006) Grade,FSM(MGT1020)FAT (60),FSM(MGT1020) Lab (40),FSM(MGT1020)Grade,DAA(CSE3004) CAT1 (50),DAA(CSE3004)  CAT2 (50),DAA(CSE3004) FAT (60),DAA(CSE3004) Grade,LSM(MGT1002) CAT1 (50),LSM(MGT1002) CAT2 (50),LSM(MGT1002) FAT (60),LSM(MGT1002) Grade,ADDA(MAT1002) CAT1 (50),ADDA(MAT1002) CAT2 (50),ADDA(MAT1002) FAT (60),ADDA(MAT1002) Lab (40),ADDA(MAT1002) Total (200),CSDF(CSE2011) CAT1 (50),CSDF(CSE2011) CAT2 (50),CSDF(CSE2011) FAT (60),CSDF(CSE2011) Lab (40),CSDF(CSE2011) Total (200),CN(CSE3003) CAT1 (50),CN(CSE3003) CAT2 (50),CN(CSE3003) FAT (60),CN(CSE3003) Total (160),CN(CSE3003) Grade,OOP(CSE2005) FAT (60),OOP(CSE2005) Lab (40),OOP(CSE2005) Grade,OS(CSE2008) CAT1 (50),OS(CSE2008) CAT2 (50),OS(CSE2008) FAT (60),OS(CSE2008) Lab (40),OS(CSE2008) Total (200),OS(CSE2008) Grade,SE(CSE1005) CAT1 (50),SE(CSE1005) CAT2 (50),SE(CSE1005) FAT (60),SE(CSE1005) Grade,DBMS(CSE2007) CAT1 (50),DBMS(CSE2007) CAT2 (50),DBMS(CSE2007) FAT (60),DBMS(CSE2007) Lab (40),DBMS(CSE2007) Total (200),DBMS(CSE2007) Grade,TBL(MGT1027) FAT (60),TBL(MGT1027) Lab (40),TBL(MGT1027) Grade,WT(CSE4004) CAT1 (50),WT(CSE4004) CAT2 (50),WT(CSE4004) Total (160),WT(CSE4004) Grade,CP(CSE3032) CAT1 (50),CP(CSE3032) CAT2 (50),CP(CSE3032) FAT (60),CP(CSE3032) Grade,OT(MAT2003) CAT1 (50),OT(MAT2003) CAT2 (50),OT(MAT2003) FAT (60),OT(MAT2003) Total (160),OT(MAT2003) Grade,NP(CSE3011) CAT1 (50),NP(CSE3011) CAT2 (50),NP(CSE3011) FAT (60),NP(CSE3011) Total (160),NP(CSE3011) Grade,MAD(CSE4002) CAT1 (50),MAD(CSE4002) CAT2 (50),MAD(CSE4002) Lab (40),MAD(CSE4002) Total (200),C(ONL1002) FAT (60),C(ONL1002) Lab (40),C(ONL1002) Grade,AFE(MGT1008) CAT1 (50),AFE(MGT1008) CAT2 (50),AFE(MGT1008) Total (160),AFE(MGT1008) Grade,STAT(MAT1001) ESTAT (70),STAT(MAT1001) ISTAT (30),STAT(MAT1001) FAT (60),STAT(MAT1001) Total (160),STAT(MAT1001) Grade, Sem-VI Total (940),NLP(CSE3015) CAT1 (50),NLP(CSE3015) CAT2 (50),NLP(CSE3015) Total (160),NLP(CSE3015) Grade,IML(CSE3008) CAT1 (50),IML(CSE3008) CAT2 (50),IML(CSE3008) FAT (60),OPTO(PHY2004) CAT1 (50),OPTO(PHY2004) CAT2 (50),OPTO(PHY2004) FAT (60),OPTO(PHY2004) Lab (40),OPTO(PHY2004) Total (200),OPTO(PHY2004) Grade,NANO(PHY2005) FAT (60),NANO(PHY2005) Lab (40),NANO(PHY2005) Grade,FRENCH-I(FRL1001) FAT (60),FRENCH-I(FRL1001) Lab (40),FRENCH-I(FRL1001) Total (100),FRENCH-I(FRL1001) Grade,LA(MAT2005) CAT1 (50),LA(MAT2005) CAT2 (50),LA(MAT2005) Total (100),LA(MAT2005) Grade,EVS(CHY1001) CAT1 (50),EVS(CHY1001) CAT2 (50),EVS(CHY1001) FAT (60),EVS(CHY1001) Total (160),EVS(CHY1001) Grade,NME(MAT2001) CAT1 (50),NME(MAT2001) CAT2 (50),NME(MAT2001) FAT (60),NME(MAT2001) Total (160),NME(MAT2001) Grade,ITC(CSE2013) CAT1 (50),ITC(CSE2013) CAT2 (50),ITC(CSE2013) FAT (60),ITC(CSE2013) Lab (40),ITC(CSE2013) Total (200),ITC(CSE2013) Grade,COA(ECE2002) FAT (60),COA(ECE2002) Lab (40),COA(ECE2002) Grade,SNA(CSE4008)  CAT1 (50),SNA(CSE4008) CAT2 (50),SNA(CSE4008) FAT (60),SNA(CSE4008) Total (160),SNA(CSE4008) Grade,FOM(MGT1003) CAT1 (50),FOM(MGT1003) CAT2 (50)
W8,59,30,25,6,59,22,21,45,22,22,41,130,5,54,27,23,35,139,46,23,21,90,5,22,46,6,58,30,25,6,39,20,19,4,53,24,20,39,136,38,21,18,43,120,42,27,24,93,5,19,43,6,45,26,24,48,143,6,30,25,21,4,43,28,24,45,140,6,21,40,6,38,25,85,4,35,27,22,4,37,24,20,81,4,34,27,22,83,4,45,26,42,135,20,40,6,39,25,85,4,36,26,23,85,4,616,37,21,76,4,46,23,23,43,22,21,37,123,5,22,46,6,24,45,71,6,45,16,61,4,39,24,22,85,4,70,23,20,113,6,70,28,24,48,170,6,22,44,6,70,22,21,113,6,70,23
O39,42,29,24,5,46,26,22,37,18,17,38,110,4,39,29,23,44,135,43,27,22,92,5,23,37,6,55,29,24,6,50,20,21,5,44,24,20,43,131,36,26,21,35,118,33,13,19,65,4,22,30,4,50,29,24,35,138,5,32,26,22,4,34,26,22,34,116,4,22,41,6,33,25,79,4,40,25,21,4,33,26,22,81,4,42,28,23,93,5,41,26,42,130,23,29,5,36,27,85,4,28,28,23,79,4,607,40,26,88,5,46,26,23,39,26,22,43,130,5,21,40,6,24,48,72,6,28,26,54,4,39,26,22,87,4,65,27,24,116,6,65,28,24,47,164,6,22,43,6,70,28,24,122,6,70,27
W111,29,23,16,4,46,22,19,28,20,18,27,93,4,29,26,17,34,106,35,19,16,70,3,18,37,5,31,15,13,2,35,23,17,4,33,22,18,22,95,28,24,20,35,107,38,20,17,75,4,18,16,4,38,24,21,38,121,4,29,21,18,4,31,21,20,35,107,4,21,30,5,32,25,77,4,28,23,18,3,35,23,19,77,4,32,22,18,72,3,45,18,30,109,19,36,5,30,14,60,2,31,19,16,66,4,522,33,17,64,4,50,18,18,36,21,18,25,100,3,12,25,2,21,46,52,4,36,16,52,4,42,15,17,74,3,70,20,17,107,6,68,20,16,25,129,5,18,32,4,70,19,20,109,6,70,25
W92,45,23,24,5,43,27,21,42,26,22,40,130,5,55,27,24,38,144,55,27,23,105,6,22,41,6,57,27,22,6,36,27,23,4,40,23,20,22,105,43,26,22,45,136,40,25,22,87,4,22,46,6,43,24,24,46,137,5,37,26,23,4,47,28,24,40,139,5,22,40,6,42,26,88,5,53,28,24,6,51,24,24,99,5,49,28,24,101,6,47,24,41,133,21,39,6,47,24,92,5,55,22,20,97,5,676,44,24,88,5,52,26,22,49,27,23,38,137,5,19,38,5,20,42,67,6,39,25,64,4,44,28,23,95,5,70,26,22,118,6,70,29,24,40,163,6,22,43,6,70,23,21,114,6,70,28
W84,34,20,24,4,53,28,24,38,29,23,45,135,5,40,25,24,42,131,48,25,22,95,5,24,45,6,40,24,23,4,28,25,23,4,37,24,20,33,114,51,25,21,44,141,41,24,22,87,4,24,44,6,45,27,24,42,138,5,19,26,23,1,43,21,21,43,128,5,21,42,6,43,20,79,4,41,25,22,5,38,23,22,83,4,37,23,23,83,4,41,27,42,133,22,42,6,37,18,71,3,34,22,21,77,4,602,34,23,76,4,42,23,22,42,25,23,41,131,5,24,44,6,22,47,70,6,43,23,66,4,35,25,21,81,4,70,26,22,118,6,70,22,23,46,161,6,21,44,6,70,22,20,112,6,70,27
O81,38,29,24,5,44,25,22,30,21,18,28,97,3,39,27,23,45,134,34,25,23,82,4,22,38,6,49,26,22,5,30,21,17,4,42,26,22,45,135,41,24,20,45,130,28,14,16,58,2,22,32,5,38,24,20,40,122,4,25,25,21,3,29,23,22,34,108,4,21,39,6,30,25,76,4,36,25,21,4,33,28,23,84,4,34,29,24,87,4,40,28,46,137,23,37,6,29,28,80,4,28,29,24,81,4,625,35,28,86,4,28,28,23,36,26,22,46,130,5,22,47,6,23,46,69,6,29,26,55,3,36,28,23,87,4,70,29,24,123,6,70,28,24,48,170,6,24,47,6,70,28,24,122,6,61,29
O86,48,29,24,6,64,27,24,39,22,24,48,133,5,42,29,24,45,140,43,28,23,94,5,23,49,6,53,29,24,6,44,23,21,5,46,29,24,48,147,48,29,24,49,150,34,28,24,86,4,24,42,6,52,29,24,40,145,6,31,26,22,4,47,27,24,48,146,6,23,45,6,44,28,95,5,28,28,23,4,36,29,24,89,5,51,29,24,104,6,43,29,49,145,23,46,6,42,28,93,5,35,29,24,88,5,695,34,26,82,4,40,29,24,31,25,21,42,119,4,23,49,6,24,43,67,6,41,25,66,4,38,28,23,89,5,70,28,23,121,6,70,27,23,48,168,6,24,49,6,70,27,23,120,6,70,28
W90,33,15,16,4,34,26,22,30,22,19,38,109,4,35,25,16,38,114,18,20,18,56,1,20,28,4,34,25,14,3,35,21,19,4,35,23,19,21,98,28,23,20,27,98,32,22,18,72,3,19,28,4,35,25,20,37,117,4,30,22,22,3,34,21,21,37,113,4,21,30,5,31,20,68,4,37,20,19,4,41,23,18,82,4,32,23,20,75,4,31,22,30,103,20,36,5,28,15,59,2,40,21,19,80,4,547,40,23,82,4,49,23,21,47,23,22,37,129,5,22,35,5,20,40,70,6,44,20,64,4,32,23,21,76,4,70,26,22,118,6,70,22,22,34,148,6,21,42,6,65,21,20,106,6,70,28
W9,42,27,22,5,41,18,19,44,21,18,36,119,4,52,28,23,35,138,43,24,22,89,5,18,38,5,41,26,19,4,33,21,17,3,33,24,21,40,118,45,23,20,42,130,44,28,24,96,5,16,38,5,46,25,22,41,134,5,41,23,20,4,45,26,20,40,131,5,21,39,6,34,22,75,4,28,26,21,4,50,23,20,93,5,40,27,22,89,5,47,20,35,120,18,36,5,35,24,79,4,38,25,23,86,4,613,49,19,85,4,55,22,20,54,21,20,35,130,5,20,39,5,20,30,70,6,43,17,60,4,40,22,20,82,4,70,25,21,116,6,65,26,22,41,154,6,20,42,6,70,25,21,116,6,70,25
W14,35,24,15,3,56,21,20,50,22,19,38,129,5,29,24,18,36,107,38,20,18,76,4,20,42,6,41,21,16,4,36,27,20,4,36,23,21,21,101,48,25,20,35,128,44,22,19,85,4,22,34,5,36,28,24,46,134,5,33,22,21,4,39,27,22,43,131,5,21,30,5,46,21,86,4,36,24,21,4,42,23,21,86,4,44,26,22,92,5,36,20,34,108,22,37,6,35,13,63,4,28,23,20,71,3,570,46,24,90,5,49,22,20,43,25,23,33,124,5,21,35,5,23,45,61,6,34,24,58,3,52,21,21,94,5,65,26,22,113,6,70,22,23,44,159,6,21,41,6,63,20,21,104,6,70,24
W60,45,22,24,5,49,27,23,40,25,23,45,133,5,51,29,24,45,149,42,25,23,90,5,24,45,6,53,25,16,5,30,25,20,4,43,28,22,36,129,52,27,23,44,146,43,28,24,95,5,23,43,6,51,23,24,49,147,6,42,28,24,5,44,27,22,47,140,6,24,45,6,38,27,88,5,42,25,23,5,50,24,20,94,5,43,28,23,94,5,50,23,42,138,24,48,6,30,20,68,4,31,28,24,83,4,647,38,28,89,5,41,28,24,41,28,24,47,140,6,24,49,6,22,47,73,6,48,26,74,5,40,27,22,89,5,70,29,24,123,6,70,29,24,49,172,6,24,48,6,70,26,24,120,6,70,28
O73,34,20,24,4,41,27,21,37,16,19,28,100,3,39,19,18,38,114,33,17,22,72,3,21,38,5,41,21,19,4,36,17,12,4,40,16,12,38,106,44,21,20,36,121,40,17,17,74,3,20,30,4,41,26,21,36,124,5,30,25,21,4,37,16,19,12,84,1,22,30,5,42,25,88,5,28,25,21,3,42,22,18,82,4,41,20,17,78,4,46,18,15,99,19,33,5,41,23,83,4,45,27,24,96,5,581,45,25,91,5,54,25,22,38,28,23,41,130,5,22,44,6,21,45,66,6,46,29,75,5,42,26,21,89,5,70,28,23,121,6,70,28,23,47,168,6,24,47,6,70,28,23,121,6,42,28
W132,56,25,24,6,57,29,24,48,29,24,47,148,6,58,29,24,47,158,50,29,24,103,6,24,46,6,61,28,25,6,54,29,24,6,65,28,23,44,160,48,28,23,45,144,48,29,24,101,6,24,47,6,62,29,24,49,164,6,42,29,24,5,44,29,24,49,146,6,22,48,6,43,26,89,5,51,29,24,6,55,29,24,108,6,59,29,24,112,6,50,28,47,149,23,43,6,45,26,94,5,39,28,24,91,5,724,48,29,101,6,50,28,24,57,29,24,47,157,6,24,48,6,21,42,69,6,47,25,72,5,30,29,24,83,4,70,29,24,123,6,70,29,24,49,172,6,24,46,6,70,27,24,121,6,70,28
W18,45,18,22,4,29,21,21,28,18,16,31,93,4,28,27,22,30,107,30,22,21,73,3,16,32,4,30,22,13,4,19,20,15,1,28,20,17,31,96,28,20,17,22,87,11,29,23,63,1,15,33,4,28,25,21,25,99,3,18,23,20,1,29,24,22,44,119,4,20,48,6,28,22,69,3,24,24,20,1,26,22,19,69,3,34,25,20,79,4,30,20,34,102,21,40,6,36,24,80,4,28,22,21,71,3,545,32,21,72,3,35,19,17,34,22,19,30,105,4,17,39,5,23,45,65,6,29,17,46,2,38,23,20,81,4,70,23,21,114,6,70,26,22,40,158,6,20,40,5,70,22,20,112,6,70,23
O34,34,30,24,5,39,25,20,40,18,18,28,104,3,48,20,18,36,122,32,19,20,71,3,21,38,5,23,30,24,1,23,19,17,1,37,28,16,42,123,51,20,19,40,130,35,15,20,70,3,22,28,4,41,27,22,34,124,5,34,26,22,4,28,21,22,36,107,4,20,34,5,45,28,96,5,30,28,23,4,43,25,21,89,5,50,26,22,98,5,40,24,38,122,23,40,6,43,28,94,5,30,28,24,82,4,637,34,26,82,4,60,28,24,40,28,23,48,139,5,22,46,6,23,49,72,6,62,29,91,6,41,27,22,90,5,67,28,24,119,6,70,28,24,47,169,6,23,46,6,70,29,23,122,6,68,28
W73,38,24,23,4,34,24,20,37,24,19,26,106,4,33,27,24,34,118,41,24,20,85,4,21,36,5,52,24,25,6,28,27,23,4,33,22,19,23,97,47,25,22,38,132,31,24,22,77,4,21,32,5,46,24,24,44,138,5,24,20,23,3,35,25,19,41,120,4,21,36,5,38,24,82,4,45,23,21,5,23,24,20,67,1,28,23,23,74,3,37,21,34,111,21,38,5,28,19,62,2,26,22,20,68,1,529,30,25,76,4,44,23,22,41,24,23,28,116,4,22,44,6,21,35,70,6,50,24,74,5,32,25,22,79,4,70,25,21,116,6,70,21,21,42,154,6,21,38,6,70,21,21,112,6,70,24
O97,28,30,24,4,34,26,23,39,27,20,32,118,4,33,23,22,39,117,29,27,24,80,4,23,40,6,41,30,24,5,37,26,22,4,54,24,20,41,139,41,21,21,40,123,42,29,21,92,5,23,39,6,47,29,24,41,141,6,43,29,24,5,30,29,24,36,119,4,21,30,5,41,25,87,4,29,25,21,4,37,29,24,90,5,42,29,24,95,5,39,27,38,126,24,36,6,35,29,88,5,43,28,24,95,5,644,37,26,85,4,47,26,22,38,29,24,45,136,5,22,40,6,23,43,66,6,33,29,62,4,37,26,21,84,4,61,29,24,114,6,70,28,24,47,169,6,24,48,6,67,29,24,120,6,70,29
O2,11,27,23,1,35,21,19,29,20,16,42,107,4,14,20,19,25,78,28,17,17,62,2,20,32,4,31,22,19,3,28,15,14,2,28,20,17,31,96,25,14,11,10,60,21,13,15,49,1,18,33,4,29,24,20,25,98,3,21,26,22,1,17,21,19,40,97,1,20,30,5,37,25,83,4,28,25,21,3,28,23,19,70,3,30,22,18,70,3,33,22,30,103,18,33,4,28,22,68,4,30,22,18,70,3,518,39,26,87,4,39,25,21,41,25,21,38,125,5,20,39,5,23,41,64,6,39,25,64,4,45,25,21,91,5,70,28,22,120,6,70,27,22,47,166,6,20,44,6,70,27,22,119,6,54,28
O63,33,29,23,4,37,24,23,23,22,21,42,113,4,38,24,23,42,127,32,24,23,79,4,24,40,6,39,26,23,5,44,24,23,5,35,29,24,46,134,32,29,24,42,127,25,23,23,74,3,24,40,6,34,26,21,40,121,4,28,23,20,3,30,21,21,44,116,4,23,44,6,19,29,72,1,28,29,24,4,28,28,23,79,4,37,29,24,90,5,39,28,47,137,18,30,4,37,27,86,4,30,29,24,83,4,606,28,25,74,3,29,27,24,43,25,21,48,137,5,23,45,6,24,45,69,6,32,27,59,3,28,29,24,81,4,68,26,24,118,6,70,29,24,48,171,6,24,48,6,70,29,24,123,6,70,26
O88,45,27,24,5,38,24,22,30,22,18,30,100,3,48,24,21,42,135,46,22,23,91,5,22,40,6,48,25,22,5,36,22,17,4,46,17,15,42,120,46,18,17,46,127,44,17,20,81,4,23,33,5,51,29,24,35,139,5,46,28,23,5,38,23,23,40,124,5,17,44,6,42,28,93,5,38,28,23,5,38,28,23,89,5,46,28,23,97,5,53,29,47,153,23,32,5,40,26,87,4,48,29,24,101,6,677,49,28,100,6,54,26,22,55,29,24,42,150,6,24,47,6,24,49,73,6,51,29,80,6,39,29,24,92,5,70,29,24,123,6,70,29,24,47,170,6,24,48,6,70,28,24,122,6,70,29
W64,41,30,25,5,57,27,24,53,27,23,45,148,6,56,28,24,45,153,46,29,24,99,5,23,46,6,54,27,23,6,34,26,23,4,47,28,23,44,142,43,27,23,49,142,58,29,23,110,6,21,44,6,51,27,22,45,145,6,39,27,24,5,35,29,24,40,128,5,22,47,6,44,29,97,5,44,29,24,5,46,26,23,95,5,49,29,24,102,6,44,26,46,139,22,45,6,49,27,99,5,41,28,24,93,5,691,46,27,95,5,48,28,24,52,25,24,45,146,6,24,46,6,22,43,62,6,44,27,71,5,49,24,22,95,5,70,28,23,121,6,70,29,24,48,171,6,23,46,6,70,27,24,121,6,70,28
W55,63,30,25,6,67,25,23,54,23,23,43,143,6,54,27,23,44,148,46,25,21,92,5,23,45,6,53,27,24,6,34,29,24,4,45,29,24,48,146,51,28,24,48,151,46,29,22,97,5,21,40,6,44,27,24,48,143,6,42,25,23,5,42,29,24,40,135,5,24,47,6,48,28,99,5,28,27,22,4,41,25,24,90,5,47,28,23,98,5,51,27,45,146,24,48,6,35,29,88,5,37,28,24,89,5,688,45,29,98,5,49,28,24,42,25,24,45,136,5,24,48,6,24,48,71,6,44,25,69,4,34,29,24,87,4,70,29,24,123,6,70,29,24,47,170,6,22,45,6,70,27,24,121,6,70,24
W108,37,22,24,4,42,25,19,35,27,23,44,129,5,41,27,24,35,127,38,24,22,84,4,20,38,5,39,23,20,4,38,29,24,5,36,23,20,36,115,37,28,22,42,129,52,28,24,104,6,23,40,6,48,20,24,48,140,6,39,28,24,5,43,24,24,43,134,5,22,46,6,39,23,83,4,37,26,21,4,41,26,24,91,5,52,29,24,105,6,45,27,37,132,23,45,6,35,23,78,4,28,25,22,75,4,639,41,24,85,4,46,24,23,49,26,22,36,133,5,22,36,5,21,42,69,6,52,24,76,5,42,25,23,90,5,70,25,21,116,6,70,28,24,46,168,6,23,44,6,70,23,22,115,6,70,27
W51,61,24,24,6,59,24,23,46,27,24,40,137,5,49,25,22,44,140,44,26,23,93,5,24,46,6,54,29,25,6,36,29,24,5,49,28,23,46,146,51,26,22,49,148,45,27,23,95,5,22,44,6,50,28,24,48,150,6,40,25,24,5,41,29,24,45,139,5,24,42,6,49,28,100,6,46,28,23,5,32,27,23,82,4,47,29,24,100,6,40,26,44,133,24,48,6,38,24,84,4,46,29,24,99,5,669,40,25,85,4,47,26,24,49,25,24,44,142,6,24,45,6,23,40,70,6,53,24,77,5,40,25,23,88,5,70,28,24,122,6,61,28,24,43,156,6,23,45,6,70,24,22,116,6,70,28
O66,32,29,24,4,41,22,21,30,18,16,30,94,4,42,23,21,38,124,33,23,22,78,4,21,33,5,41,25,20,4,22,16,17,2,44,22,18,36,120,38,18,15,30,101,33,18,14,65,4,20,32,4,40,26,21,32,119,4,31,26,22,4,20,23,16,35,94,1,21,35,5,28,24,72,3,39,24,20,4,36,24,20,80,4,45,28,23,96,5,33,23,39,114,19,27,4,35,27,84,4,35,28,23,86,4,589,35,28,86,4,32,28,23,35,25,21,47,128,5,20,41,6,23,48,71,6,39,25,64,4,39,26,22,87,4,53,29,22,104,6,67,27,22,46,162,6,22,42,6,67,27,22,116,6,51,29
O42,36,29,24,5,39,23,20,38,18,16,38,110,4,30,23,19,35,107,32,22,19,73,3,21,40,6,37,23,20,4,31,15,12,2,38,22,18,35,113,35,23,19,45,122,30,14,12,56,3,20,32,4,34,27,22,33,116,4,31,25,21,4,37,25,24,40,126,5,23,48,6,30,24,74,3,38,24,20,4,31,25,21,77,4,43,26,22,91,5,39,29,48,140,23,37,6,34,26,81,4,45,26,22,93,5,647,38,29,91,5,47,28,24,41,25,21,46,133,5,20,46,6,24,48,72,6,48,25,73,5,37,29,24,90,5,70,27,24,121,6,61,29,24,48,162,6,24,47,6,70,29,24,123,6,70,27
O67,38,27,24,5,35,27,22,28,20,18,24,90,4,44,22,23,43,132,32,28,24,84,4,20,41,6,40,29,24,5,32,20,17,3,44,21,17,39,121,40,22,22,38,122,47,30,21,98,5,21,39,6,44,26,21,35,126,5,30,26,22,4,36,25,23,36,120,4,24,40,6,48,28,99,5,31,28,23,4,38,29,24,91,5,56,28,23,107,6,36,29,49,138,23,35,6,35,28,86,4,39,28,24,91,5,657,38,25,84,4,44,28,23,33,26,22,45,126,5,22,43,6,24,44,68,6,42,29,71,5,43,26,21,90,5,67,29,23,119,6,70,29,23,47,169,6,24,47,6,68,28,24,120,6,47,29
O57,30,30,24,4,46,29,24,32,24,23,42,121,4,51,26,24,47,148,29,28,24,81,4,24,40,6,54,30,24,6,36,24,20,4,50,26,20,45,141,42,27,24,48,141,39,27,23,89,5,24,45,6,43,28,23,45,139,5,32,26,22,4,41,29,24,38,132,5,22,42,6,44,28,95,5,37,28,23,5,29,29,24,82,4,42,28,23,93,5,33,23,43,119,23,42,6,32,28,83,4,39,28,24,91,5,622,30,29,83,4,37,27,23,36,28,23,44,131,5,22,47,6,24,48,72,6,30,29,59,3,32,29,24,85,4,70,29,24,123,6,70,29,24,48,171,6,24,48,6,70,29,24,123,6,70,29
O104,55,29,24,6,56,29,23,44,29,21,44,138,5,48,29,23,45,145,49,29,24,102,6,23,47,6,53,29,24,6,57,25,24,6,58,28,23,39,148,51,29,24,47,151,45,30,24,99,5,23,32,5,46,29,24,32,131,5,55,26,22,6,38,26,24,34,122,4,24,48,6,42,29,95,5,36,29,24,5,51,29,24,104,6,45,29,24,98,5,47,29,47,147,23,45,6,36,29,89,5,40,29,24,93,5,695,40,28,91,5,44,29,24,44,24,20,49,137,5,24,48,6,24,46,70,6,46,24,70,5,48,29,24,101,6,70,29,24,123,6,70,29,24,49,172,6,24,48,6,70,29,24,123,6,54,29
O79,17,30,24,1,43,25,22,28,24,18,35,105,4,38,18,21,42,119,32,23,23,78,4,22,42,6,39,27,24,5,41,23,22,4,40,17,21,42,120,39,23,20,48,130,28,22,23,73,3,23,38,6,36,26,21,43,126,5,33,26,22,4,28,27,23,37,115,4,22,40,6,30,26,78,4,31,26,22,4,30,26,22,78,4,42,29,24,95,5,29,25,40,115,24,35,6,28,28,79,4,28,24,24,76,4,592,31,28,82,4,30,26,22,29,25,21,44,119,4,20,42,6,23,45,68,6,33,26,59,3,37,28,23,88,5,70,29,24,123,6,63,29,24,47,163,6,23,46,6,70,28,23,121,6,70,29
O37,54,29,24,6,59,28,23,39,23,22,44,128,5,66,29,22,35,152,47,29,23,99,5,22,45,6,56,28,24,6,44,26,22,5,61,29,24,46,160,54,29,24,47,154,48,28,22,98,5,23,38,6,44,29,24,33,130,5,51,25,21,5,47,27,22,35,131,5,21,40,6,40,29,93,5,37,29,24,5,43,26,22,91,5,56,29,24,109,6,56,28,47,154,23,47,6,36,29,89,5,46,29,24,99,5,700,46,29,99,5,56,28,24,38,29,24,48,139,5,24,45,6,24,41,65,6,45,29,74,5,37,28,23,88,5,63,29,24,116,6,70,29,24,46,169,6,23,46,6,70,29,24,123,6,51,29
W59,43,21,22,4,46,25,20,40,22,20,34,116,4,57,27,24,36,144,36,22,20,78,4,23,44,6,41,26,23,5,44,29,24,5,37,28,24,32,121,39,28,22,43,132,41,27,23,91,5,23,42,6,56,27,24,48,155,6,45,26,23,5,45,27,24,44,140,6,22,40,6,37,24,81,4,39,25,22,4,45,29,23,97,5,50,28,23,101,6,36,24,40,120,22,45,6,39,21,79,4,32,25,21,78,4,629,37,25,83,4,46,25,22,47,27,24,42,140,6,23,43,6,23,43,67,6,38,24,62,4,28,27,22,77,4,70,26,22,118,6,70,24,23,46,163,6,23,43,6,70,25,22,117,6,67,27
W49,42,29,24,5,38,22,22,45,21,21,38,125,5,43,28,23,32,126,40,22,20,82,4,20,42,6,41,23,20,4,43,22,23,5,50,24,20,39,133,41,24,21,47,133,41,27,23,91,5,20,40,6,47,27,23,46,143,6,38,24,23,4,32,29,24,39,124,5,22,40,6,38,21,77,4,38,28,23,5,30,22,20,72,3,54,27,22,103,6,47,25,44,138,21,42,6,33,24,77,4,40,28,24,92,5,635,40,21,79,4,49,25,23,50,22,22,40,134,5,22,46,6,24,48,63,6,43,22,65,4,37,29,24,90,5,70,26,23,119,6,70,28,24,48,170,6,21,46,6,70,24,23,117,6,70,24
W89,50,28,24,6,60,29,20,43,29,24,47,143,6,54,28,24,48,154,46,27,23,96,5,24,48,6,61,28,25,6,43,29,24,5,46,29,24,42,141,47,29,24,47,147,41,29,24,94,5,24,48,6,52,28,24,48,152,6,31,29,24,4,43,29,24,49,145,6,24,47,6,39,27,87,4,42,29,24,5,45,29,24,98,5,55,29,23,107,6,48,28,49,148,24,45,6,41,22,83,4,30,26,23,79,4,677,43,29,96,5,49,27,24,39,29,24,44,136,5,24,45,6,21,42,71,6,35,27,62,4,37,26,21,84,4,70,29,24,123,6,70,26,24,47,167,6,23,44,6,70,24,23,117,6,70,26
W22,29,20,21,3,28,24,16,39,25,21,40,125,5,51,27,19,36,133,44,21,19,84,4,22,41,6,47,25,19,5,33,25,22,4,34,23,20,42,119,47,28,21,45,141,36,27,23,86,4,23,44,6,32,25,24,46,127,5,36,24,22,4,44,24,24,42,134,5,22,39,6,37,22,78,4,30,17,20,4,40,21,15,76,4,33,21,18,72,3,34,25,40,120,20,38,6,40,13,67,4,35,20,18,73,3,565,22,19,63,4,46,23,18,45,21,18,33,117,4,19,28,4,20,41,54,5,42,16,58,3,40,20,20,80,4,70,26,22,118,6,70,23,19,43,155,6,21,40,6,68,22,21,111,6,70,28
W58,8,19,22,1,28,23,19,28,23,20,33,104,3,28,25,23,35,111,28,20,18,66,4,20,33,5,19,21,16,1,24,25,21,1,29,22,19,21,91,33,25,21,35,114,30,26,23,79,4,22,25,4,38,20,24,39,121,4,28,26,23,4,29,24,24,40,117,4,21,34,5,28,25,72,3,29,25,20,3,23,23,20,71,3,36,24,21,81,4,29,22,37,108,21,38,5,35,20,71,3,30,24,22,76,4,554,28,28,79,4,31,25,23,32,24,23,28,107,4,19,30,4,24,49,58,5,34,19,53,4,32,24,22,78,4,70,26,22,118,6,68,20,21,40,149,6,21,42,6,65,23,20,108,6,68,25
